hours,price
1611.0,-0.92
1612.0,-0.26
1613.0,-0.29
1614.0,5.66
1615.0,1.62
1616.0,3.56
1617.0,3.7
1618.0,2.82
1619.0,3.02
1620.0,5.04
1621.0,5.8
1622.0,6.23
1623.0,7.04
1624.0,5.97
1625.0,5.83
1626.0,6.94
1627.0,18.98
1628.0,9.98
1629.0,7.05
1630.0,3.31
1631.0,10.16
1632.0,9.58
1633.0,-1.06
1634.0,-0.56
1635.0,0.57
1636.0,3.5
1637.0,7.33
1638.0,13.12
1639.0,18.63
1640.0,18.69
1641.0,19.71
1642.0,17.3
1643.0,21.05
1644.0,23.69
