hours,price
837.0,42.61509
838.0,39.29758
839.0,34.70543
840.0,31.86725
841.0,30.89869
842.0,30.39787
843.0,29.87516
844.0,29.75369
845.0,30.98364
846.0,36.07866
847.0,46.55878
848.0,40.12306
849.0,29.82117
850.0,21.39628
851.0,15.99917
852.0,13.82278
853.0,11.59776
854.0,9.51874
855.0,11.34196
856.0,19.51095
857.0,30.52346
858.0,43.78538
859.0,44.02081
860.0,39.65986
861.0,38.43604
862.0,36.87369
863.0,35.26945
864.0,32.89171
865.0,33.21227
866.0,32.79994
867.0,33.32577
868.0,31.75879
869.0,33.93189
870.0,38.55797
871.0,45.19085
872.0,34.7284
873.0,23.3137
874.0,11.0599
875.0,3.69329
876.0,2.59379
877.0,3.53879
878.0,0.29415
879.0,3.75904
880.0,19.16818
881.0,33.505
882.0,49.2335
883.0,49.76089
884.0,44.60591
885.0,42.29666
886.0,39.0886
887.0,34.07106
888.0,32.85476
889.0,32.85199
890.0,31.86348
891.0,33.59953
892.0,32.56161
893.0,32.62582
894.0,37.86538
895.0,43.44521
896.0,33.60141
897.0,23.08953
898.0,12.2537
899.0,8.22349
900.0,5.19006
901.0,2.34861
902.0,1.11714
903.0,2.45586
904.0,15.15581
905.0,31.58166
906.0,45.1225
907.0,47.26556
908.0,43.95549
909.0,43.34931
910.0,39.83949
911.0,35.30157
912.0,35.16212
913.0,32.60322
914.0,31.70212
915.0,31.21026
916.0,30.81778
917.0,32.17847
918.0,39.3051
919.0,50.6949
920.0,48.98739
921.0,40.11578
922.0,38.24705
923.0,28.68313
924.0,30.36066
925.0,28.10021
926.0,25.98149
927.0,32.84757
928.0,34.78354
929.0,41.00042
930.0,54.7922
931.0,56.79598
932.0,50.86581
933.0,44.23605
934.0,40.32374
935.0,38.48647
936.0,34.4504
937.0,33.75227
938.0,32.30304
939.0,31.84779
940.0,31.55015
941.0,33.58732
942.0,38.49189
943.0,51.91707
944.0,52.63295
945.0,41.95909
946.0,36.20636
947.0,30.95531
948.0,29.59844
949.0,27.94989
950.0,26.37089
951.0,28.38489
952.0,34.96884
953.0,43.66502
954.0,52.99084
955.0,57.1641
956.0,49.69337
957.0,47.9502
958.0,43.55909
959.0,37.62571
960.0,34.47751
961.0,34.43486
962.0,32.80137
963.0,31.96198
964.0,32.01988
965.0,33.12408
966.0,41.30667
967.0,53.86087
968.0,51.94119
969.0,41.92069
970.0,34.76424
971.0,30.05077
972.0,25.2001
973.0,21.32638
974.0,19.35017
975.0,20.84674
976.0,27.43077
977.0,39.27074
978.0,49.78578
979.0,52.69
980.0,47.88
981.0,46.08901
982.0,44.60754
983.0,40.18403
984.0,35.94684
985.0,41.03506
